Customer,Cust#,CustGrp,TradeIco,CivMil,Po#,Item#,Description,ItemType,Pl,SubPl,PlannerCode,Order#,Line#,Schd#,Order Date,SchDate,ReqDate,PromDate,CommitDate,PickSlip#,ShipDate,ShipQty,ExtPrice,ExtCost,Margin,Trx#,Trxdate,TrxYr,TrxQtr,TrxMo,TrxWk,Mrkt,QuoteOrRma,WAYBILL_NUM,MegMo,days,ot,LINE_ID,LINE_TYPE_CODE,ShipVia,DocumentNumber
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801006496 / 1803,35200008-2,DOUBLE CHECK TEE,FG,FIR,01Y,PLNR09,264250,2,0,2015-01-28,2015-06-11,2015-06-18,2015-06-25,2015-06-18,386176,2015-06-10,4,648,358.63,289.37,60252326,2015-06-10,2015,2,6,24,OEM,,S/W 386175,6,8,ONTIME,538660,REGULAR,FEDEX Ground,264250-386176
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801006496 / 1803,35200008-2,DOUBLE CHECK TEE,FG,FIR,01Y,PLNR09,264250,3,0,2015-01-28,2015-06-16,2015-06-23,2015-06-30,2015-06-23,386177,2015-06-10,2,324,179.32,144.68,60252326,2015-06-10,2015,2,6,24,OEM,,S/W 386175,6,13,ONTIME,538661,REGULAR,FEDEX Ground,264250-386177
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801006496 / 1803,35200008-2,DOUBLE CHECK TEE,FG,FIR,01Y,PLNR09,264250,4,0,2015-01-28,2015-06-17,2015-06-24,2015-07-01,2015-06-24,386178,2015-06-10,2,324,179.32,144.68,60252326,2015-06-10,2015,2,6,24,OEM,,S/W 386175,6,14,ONTIME,538662,REGULAR,FEDEX Ground,264250-386178
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801006496 / 1803,35200008-2,DOUBLE CHECK TEE,FG,FIR,01Y,PLNR09,264250,5,0,2015-01-28,2015-06-17,2015-06-24,2015-07-01,2015-06-24,386178,2015-06-10,2,324,179.32,144.68,60252326,2015-06-10,2015,2,6,24,OEM,,S/W 386175,6,14,ONTIME,538663,REGULAR,FEDEX Ground,264250-386178
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801006496 / 1803,35200008-2,DOUBLE CHECK TEE,FG,FIR,01Y,PLNR09,264250,6,0,2015-01-28,2015-06-24,2015-07-01,2015-07-08,2015-07-01,386181,2015-06-10,2,324,179.32,144.68,60252326,2015-06-10,2015,2,6,24,OEM,,S/W 386175,6,21,ONTIME,538664,REGULAR,FEDEX Ground,264250-386181
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801006496 / 1803,35200008-2,DOUBLE CHECK TEE,FG,FIR,01Y,PLNR09,264250,7,0,2015-01-28,2015-06-26,2015-07-03,2015-07-10,2015-07-03,386859,2015-06-29,2,324,179.32,144.68,60252912,2015-06-29,2015,2,6,27,OEM,,613757000000,6,4,ONTIME,538665,REGULAR,FEDEX Ground,264250-386859
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801006496 / 1803,35200008-2,DOUBLE CHECK TEE,FG,FIR,01Y,PLNR09,264250,8,0,2015-01-28,2015-06-02,2015-07-09,2015-07-16,2015-07-09,386173,2015-06-29,4,648,358.63,289.37,60252912,2015-06-29,2015,2,6,27,OEM,,613757000000,6,10,ONTIME,538666,REGULAR,FEDEX Ground,264250-386173
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801006496 / 1803,33000051-1,FIREX 72-2(0281-1),FG,FIR,01F,PLNR01,264250,9,0,2015-01-28,2015-06-26,2015-07-03,2015-07-10,2015-07-03,387552,2015-06-29,2,9200,6174.5,3025.5,60252912,2015-06-29,2015,2,6,27,OEM,,FEDEX,6,4,ONTIME,538667,REGULAR,FEDEX Economy,264250-387552
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801006496 / 1803,33000051-1,FIREX 72-2(0281-1),FG,FIR,01F,PLNR01,264250,10,0,2015-01-28,2015-07-02,2015-07-09,2015-07-16,2015-07-09,387644,2015-06-30,2,9200,6174.5,3025.5,60253016,2015-06-30,2015,2,6,27,OEM,,FEDEX,6,9,ONTIME,538668,REGULAR,FEDEX Economy,264250-387644
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801042179 / 1803,33000051-1,FIREX 72-2(0281-1),FG,FIR,01F,PLNR01,264251,1,0,2015-01-28,2015-08-14,2015-08-21,2015-08-28,2015-08-21,389415,2015-07-30,2,9200,6174.5,3025.5,60254019,2015-07-30,2015,3,7,31,OEM,,632494000000,7,22,ONTIME,538669,REGULAR,FEDEX Economy,264251-389415
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801042179 / 1803,33000051-1,FIREX 72-2(0281-1),FG,FIR,01F,PLNR01,264251,2,0,2015-01-28,2015-08-18,2015-08-25,2015-09-01,2015-08-25,389416,2015-07-30,2,9200,6174.5,3025.5,60254019,2015-07-30,2015,3,7,31,OEM,,632494000000,7,26,ONTIME,538670,REGULAR,FEDEX Economy,264251-389416
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801042179 / 1803,33000051-1,FIREX 72-2(0281-1),FG,FIR,01F,PLNR01,264251,3,0,2015-01-28,2015-08-21,2015-08-28,2015-09-04,2015-08-28,389417,2015-07-30,2,9200,6174.5,3025.5,60254019,2015-07-30,2015,3,7,31,OEM,,632494000000,7,29,ONTIME,538671,REGULAR,FEDEX Economy,264251-389417
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801042179 / 1803,35200008-2,DOUBLE CHECK TEE,FG,FIR,01Y,PLNR09,264251,4,0,2015-01-28,2015-08-12,2015-08-19,2015-08-26,2015-08-19,389499,2015-07-31,2,324,179.32,144.68,60254103,2015-07-31,2015,3,7,31,OEM,,613757000000,7,19,ONTIME,538672,REGULAR,FEDEX Ground,264251-389499
AGUSTAWESTLAND PHILADELPHIA CORPORATION,1187,AGUSTA,TRADE,MILITARY,4801042179 / 1803,35200008-2,DOUBLE CHECK TEE,FG,FIR,01Y,PLNR09,264251,5,0,2015-01-28,2015-08-14,2015-08-21,2015-08-28,2015-08-21,389503,2015-07-31,2,324,179.32,144.68,60254103,2015-07-31,2015,3,7,31,OEM,,613757000000,7,21,ONTIME,538673,REGULAR,FEDEX Ground,264251-389503
RATIER-FIGEAC,10948,,TRADE,CIVIL,7174009,41004673-2,"DEOA RESERVOIR, 265 CC, WITH PRESS GA  ***AFTER EVERY 50 UNITS, ORDER 1 OF EACH PN 53002432-1, 53002434-1 & 53002570-1***",FG,PRV,02P,PLNR04,264252,1,0,2015-01-29,2015-04-20,2015-04-27,2015-05-04,2015-04-27,383028,2015-04-10,15,17700,16092.08,1607.92,60249928,2015-04-10,2015,2,4,15,OEM,LTA,632494000000,4,17,ONTIME,538675,REGULAR,FEDEX Intl Priority,264252-383028
EATON AEROSPACE FMLY. VICKERS,1061,EATON,TRADE,CIVIL,68782A1,41004654-5,EPAS RESERVOIR ASSY,FG,PRV,02P,,264254,1,0,2015-01-29,2015-01-30,2015-02-05,2015-01-30,2014-06-25,379689,2015-02-05,1,720,0,720,60247659,2015-02-05,2015,1,2,6,WTY,RPR108068,HAND DELIVERED,2,0,ONTIME,538682,REGULAR,PACSCI Hand Delivered,264254-379689
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD,11414,,INTERCO,CIVIL,33016680,53100785-3,DUMMY STOWAGE RECEPTACLE,P,FIR,01F,PLNR01,264255,1,0,2015-01-29,2015-02-06,2015-02-16,2015-02-20,2015-02-11,380035,2015-02-16,5,768.05,142.53,625.52,60247955,2015-02-16,2015,1,2,8,SPA,CATALOG,sw 380097,2,0,ONTIME,538686,REGULAR,SEE SHIPPING INSTRUCTIONS,264255-380035
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD,11414,,INTERCO,CIVIL,33016680,2-100831-1,SHUNT PLUG,P,FIR,01F,PLNR01,264255,2,0,2015-01-29,2015-03-19,2015-03-26,2015-04-07,2015-02-04,382347,2015-03-24,10,1519.5,223.93,1295.57,60249257,2015-03-24,2015,1,3,13,SPA,CATALOG,S/W 382344,3,2,ONTIME,538687,REGULAR,FEDEX Intl Priority,264255-382347
AIRBUS HELICOPTERS DEUTSCHLAND GMBH,1446,EUROCOPTER,TRADE,CIVIL,3500230011,18602,DISCHARGE INDICATOR,SA,FIR,01Y,PLNR09,264256,10,0,2015-01-29,2015-05-18,2015-05-27,2015-06-01,2015-05-25,385217,2015-05-27,10,2455.3,215.07,2240.23,60251720,2015-05-27,2015,2,5,22,OEM,LTA,FEDEX,5,0,ONTIME,538688,REGULAR,FEDEX Intl Priority,264256-385217
AIRBUS HELICOPTERS DEUTSCHLAND GMBH,1446,EUROCOPTER,TRADE,CIVIL,3500229294,30903894,CARTRIDGE,P,FIR,01F,PLNR01,264258,1,0,2015-01-29,2015-04-13,2015-05-05,2015-04-27,2015-04-20,383068,2015-04-29,10,8204.7,5061.74,3142.96,60250652,2015-04-29,2015,2,4,18,OEM,LTA,SDV USA,4,6,ONTIME,538690,REGULAR,SDV USA,264258-383068
SICMA AERO SEAT,1911,SICMA,TRADE,CIVIL,2185364,2000115-101,RESTRAINT SYSTEM,FG,COM,05C,PLNR07,264259,1,0,2015-01-29,2015-04-20,2015-04-27,2015-05-04,2015-04-27,383831,2015-04-27,20,6020,3582.42,2437.58,60250529,2015-04-27,2015,2,4,18,OEM,MEM15008,FEDEX,4,0,ONTIME,538693,REGULAR,FEDEX Intl Economy,264259-383831
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100274,1111548-01,ROTARY BUCKLE ASSY (LH FIXED),SPARES,COM,05C,PLNR07,264260,2,0,2015-01-29,2015-03-31,2015-04-14,2015-04-21,2015-04-14,382549,2015-03-27,20,2881.2,776.63,2104.57,60249426,2015-03-27,2015,1,3,13,SPA,CATALOG,sw- 264818/382336,3,18,ONTIME,538775,REGULAR,FEDEX Intl Priority,264260-382549
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100274,1111498-11,BOOT,P,COM,05C,PLNR07,264260,3,0,2015-01-29,2015-03-10,2015-03-24,2015-03-31,2015-03-24,381660,2015-03-14,35,6954.5,138.79,6815.71,60248902,2015-03-14,2015,1,3,12,SPA,CATALOG,SW 381190,3,10,ONTIME,538776,REGULAR,FEDEX Intl Priority,264260-381660
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100274,1111432-01,"HANDLE, FOUR VANE",P,COM,05C,PLNR07,264260,4,0,2015-01-29,2015-02-17,2015-03-03,2015-03-10,2015-03-03,380060,2015-02-09,50,364.5,144.52,219.98,60247738,2015-02-09,2015,1,2,7,SPA,CATALOG,SW 380025,2,22,ONTIME,538777,REGULAR,FEDEX Intl Priority,264260-380060
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100274,1111349-05,LINK,P,COM,05C,PLNR07,264260,12,0,2015-01-29,2015-02-17,2015-03-03,2015-03-10,2015-03-03,380060,2015-02-09,12,76.2,31.5,44.7,60247738,2015-02-09,2015,1,2,7,SPA,CATALOG,SW 380025,2,22,ONTIME,538778,REGULAR,FEDEX Intl Priority,264260-380060
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100274,35071573,TEMPERATURE COMPENSATED PRESSURE SWITCH,SA,FIR,01X,PLNR03,264261,1,0,2015-01-29,2015-03-31,2015-04-14,2015-04-21,2015-04-14,383139,2015-04-13,1,3799.63,581.24,3218.39,60250043,2015-04-13,2015,2,4,16,SPA,CATALOG,SW 383048,4,1,ONTIME,538779,REGULAR,FEDEX Intl Priority,264261-383139
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100274,53100785-1,DUMMY STOWAGE RECEPTACLE,P,FIR,01F,PLNR01,264261,5,0,2015-01-29,2015-02-17,2015-03-03,2015-03-10,2015-03-03,380263,2015-02-26,10,1536,155.13,1380.87,60248384,2015-02-26,2015,1,2,9,SPA,CATALOG,FEDEX,2,5,ONTIME,538780,REGULAR,FEDEX Intl Priority,264261-380263
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100274,35200525,FILL FITTING,P,FIR,01F,PLNR01,264261,6,0,2015-01-29,2015-02-17,2015-03-03,2015-03-10,2015-03-03,380296,2015-02-26,11,2064.48,131.99,1932.49,60248384,2015-02-26,2015,1,2,9,SPA,CATALOG,SW 380263,2,5,ONTIME,538781,REGULAR,FEDEX Intl Priority,264261-380296
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100274,53100714-3,"SHIM,TCPS .050",P,FIR,01F,PLNR01,264261,7,0,2015-01-29,2015-02-17,2015-03-03,2015-03-10,2015-03-03,380734,2015-02-26,30,728.7,105.41,623.29,60248384,2015-02-26,2015,1,2,9,SPA,CATALOG,SW 380263,2,5,ONTIME,538782,REGULAR,FEDEX Intl Priority,264261-380734
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100274,35240442-1,DISCHARGE OUTLET,SA,FIR,01X,PLNR03,264261,8,0,2015-01-29,2015-02-17,2015-03-03,2015-03-10,2015-03-03,380904,2015-03-02,1,452.29,123.89,328.4,60248554,2015-03-02,2015,1,3,10,SPA,CATALOG,SW 380972,3,1,ONTIME,538783,REGULAR,FEDEX Intl Priority,264261-380904
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100274,33440018-2,CODE 3 RUPTURE DISC ASSY,FA,FIR,01X,PLNR03,264261,9,0,2015-01-29,2015-02-17,2015-03-03,2015-03-10,2015-03-03,380558,2015-02-27,20,2410.2,437.13,1973.07,60248455,2015-02-27,2015,1,2,9,SPA,CATALOG,613757000000,2,4,ONTIME,538784,REGULAR,FEDEX Intl Priority,264261-380558
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100274,18330911-1,"GAUGE, PRESSURE",FG,FIR,01G,PLNR02,264261,10,0,2015-01-29,2015-02-17,2015-03-03,2015-03-10,2015-03-03,380335,2015-02-26,5,11664.45,1861.78,9802.67,60248384,2015-02-26,2015,1,2,9,SPA,CATALOG,SW 380263,2,5,ONTIME,538785,REGULAR,FEDEX Intl Priority,264261-380335
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100274,33440016-9,CODE29 RUPTURE DISC ASSY,SA,FIR,01X,PLNR03,264261,11,0,2015-01-29,2015-02-17,2015-03-03,2015-03-10,2015-03-03,380466,2015-02-26,8,642.64,197.66,444.98,60248384,2015-02-26,2015,1,2,9,SPA,CATALOG,SW 380263,2,5,ONTIME,538786,REGULAR,FEDEX Intl Priority,264261-380466
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100274,33440016-2,CODE 7 RUPTURE DISC ASSY,FA,FIR,01X,PLNR03,264261,13,0,2015-01-29,2015-02-17,2015-03-03,2015-03-10,2015-03-03,380467,2015-02-26,9,1084.59,222.36,862.23,60248384,2015-02-26,2015,1,2,9,SPA,CATALOG,SW 380263,2,5,ONTIME,538787,REGULAR,FEDEX Intl Priority,264261-380467
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100275,BH3AABB,"WEBBING, POLYESTER, BLACK",P,COM,05C,PLNR07,264262,2,0,2015-01-29,2015-03-11,2015-03-25,2015-04-01,2015-03-25,381582,2015-03-23,200,562,349.89,212.11,60249179,2015-03-23,2015,1,3,13,SPA,CATALOG,FEDEX,3,2,ONTIME,538788,REGULAR,FEDEX Intl Priority,264262-381582
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100275,1111498-09,BOOT,P,COM,05C,PLNR07,264262,3,0,2015-01-29,2015-03-11,2015-03-25,2015-04-01,2015-03-25,381582,2015-03-23,60,11922,231.63,11690.37,60249179,2015-03-23,2015,1,3,13,SPA,CATALOG,FEDEX,3,2,ONTIME,538789,REGULAR,FEDEX Intl Priority,264262-381582
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100275,1107253-01,"CLIP, STRAP",P,COM,05C,PLNR07,264262,10,0,2015-01-29,2015-02-18,2015-03-04,2015-03-11,2015-03-04,381020,2015-03-04,50,241.5,86.85,154.65,60248598,2015-03-04,2015,1,3,10,SPA,CATALOG,SW 381019,3,0,ONTIME,538790,REGULAR,FEDEX Intl Priority,264262-381020
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100275,1101206-05,"SPRING, DOG",P,COM,05C,PLNR07,264262,11,0,2015-01-29,2015-02-18,2015-03-04,2015-03-11,2015-03-04,381023,2015-03-04,50,192,76.24,115.76,60248598,2015-03-04,2015,1,3,10,SPA,CATALOG,SW 381019,3,0,ONTIME,538791,REGULAR,FEDEX Intl Priority,264262-381023
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100275,56400027-1,PRESSURE SWITCH,P,FIR,01F,PLNR01,264263,1,0,2015-01-29,2015-04-01,2015-04-15,2015-04-22,2015-04-15,383141,2015-04-13,4,10513.04,1534.85,8978.19,60250042,2015-04-13,2015,2,4,16,SPA,CATALOG,SW 383048,4,2,ONTIME,538792,REGULAR,FEDEX Intl Priority,264263-383141
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100275,35240130-13,CODE20 FILL FTG ASSY,FA,FIR,01X,PLNR03,264263,4,0,2015-01-29,2015-02-18,2015-03-04,2015-03-11,2015-03-04,380565,2015-02-24,3,632.64,108.49,524.15,60248238,2015-02-24,2015,1,2,9,SPA,CATALOG,SW 380139,2,8,ONTIME,538793,REGULAR,FEDEX Intl Priority,264263-380565
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100275,53100785-3,DUMMY STOWAGE RECEPTACLE,P,FIR,01F,PLNR01,264263,5,0,2015-01-29,2015-02-18,2015-03-04,2015-03-11,2015-03-04,380270,2015-02-26,10,1536,285.07,1250.93,60248383,2015-02-26,2015,1,2,9,SPA,CATALOG,SW 380263,2,6,ONTIME,538794,REGULAR,FEDEX Intl Priority,264263-380270
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100275,53100714-1,"SHIM,TCPS .020",P,FIR,01F,PLNR01,264263,6,0,2015-01-29,2015-02-18,2015-03-04,2015-03-11,2015-03-04,380740,2015-02-26,5,121.45,4.53,116.92,60248383,2015-02-26,2015,1,2,9,SPA,CATALOG,SW 380263,2,6,ONTIME,538795,REGULAR,FEDEX Intl Priority,264263-380740
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100275,33440016-1,CODE 2 RUPTURE DISC ASSY,FA,FIR,01X,PLNR03,264263,7,0,2015-01-29,2015-02-18,2015-03-04,2015-03-11,2015-03-04,380566,2015-02-26,25,2510.5,510.08,2000.42,60248383,2015-02-26,2015,1,2,9,SPA,CATALOG,SW 380263,2,6,ONTIME,538796,REGULAR,FEDEX Intl Priority,264263-380566
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100275,51950064-1,"LABEL, TEST, HYDROSTATIC",FA,FIR,01F,PLNR01,264263,8,0,2015-01-29,2015-02-18,2015-03-11,2015-03-11,2015-03-04,381462,2015-03-11,2,82.2,3.08,79.12,60248820,2015-03-11,2015,1,3,11,SPA,CATALOG,SW 381128,3,0,ONTIME,538797,REGULAR,FEDEX Intl Priority,264263-381462
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100275,35240463-1,DISCHARGE OUTLET,SA,FIR,01X,PLNR03,264263,9,0,2015-01-29,2015-02-18,2015-03-04,2015-03-11,2015-03-04,380906,2015-03-02,2,1132.24,198.56,933.68,60248553,2015-03-02,2015,1,3,10,SPA,CATALOG,SW 380972,3,2,ONTIME,538798,REGULAR,FEDEX Intl Priority,264263-380906
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100275,33440030,CODE7G + LOT # RUPTURE DISC ASSY,FA,FIR,01X,PLNR03,264263,12,0,2015-01-29,2015-02-18,2015-03-04,2015-03-11,2015-03-04,380564,2015-02-26,2,215.52,39.6,175.92,60248383,2015-02-26,2015,1,2,9,SPA,CATALOG,SW 380263,2,6,ONTIME,538799,REGULAR,FEDEX Intl Priority,264263-380564
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100276,2100002-01-227,"RESTRAINT SYSTEM, CRUISER GRAY, BH3GYBB",FG,COM,05C,PLNR07,264264,4,0,2015-01-29,2015-03-12,2015-03-26,2015-04-02,2015-03-26,382394,2015-03-26,4,2969.52,1036.81,1932.71,60249344,2015-03-26,2015,1,3,13,SPA,CATALOG,sw 382169,3,0,ONTIME,538800,REGULAR,FEDEX Intl Priority,264264-382394
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100276,1101080-01,HOOK ASSY,SA,COM,05C,PLNR07,264264,5,0,2015-01-29,2015-02-19,2015-03-05,2015-03-12,2015-03-05,380054,2015-02-09,25,832.5,330.22,502.28,60247737,2015-02-09,2015,1,2,7,SPA,CATALOG,SW 380024,2,24,ONTIME,538801,REGULAR,FEDEX Intl Priority,264264-380054
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100276,1117534-01,ADJUSTER COVER,P,COM,05C,PLNR07,264264,6,0,2015-01-29,2015-02-19,2015-03-05,2015-03-12,2015-03-05,380054,2015-02-09,25,422,167.4,254.6,60247737,2015-02-09,2015,1,2,7,SPA,CATALOG,SW 380024,2,24,ONTIME,538802,REGULAR,FEDEX Intl Priority,264264-380054
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100276,1111349-07,LINK,P,COM,05C,PLNR07,264264,11,0,2015-01-29,2015-02-19,2015-03-05,2015-03-12,2015-03-05,380054,2015-02-09,10,117,47.33,69.67,60247737,2015-02-09,2015,1,2,7,SPA,CATALOG,SW 380024,2,24,ONTIME,538803,REGULAR,FEDEX Intl Priority,264264-380054
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100276,1111349-05,LINK,P,COM,05C,PLNR07,264264,13,0,2015-01-29,2015-02-19,2015-03-05,2015-03-12,2015-03-05,380054,2015-02-09,12,76.2,31.5,44.7,60247737,2015-02-09,2015,1,2,7,SPA,CATALOG,SW 380024,2,24,ONTIME,538804,REGULAR,FEDEX Intl Priority,264264-380054
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100276,18603,DISCHARGE INDICATOR,SA,FIR,01Y,PLNR09,264265,1,0,2015-01-29,2015-04-02,2015-04-16,2015-04-23,2015-04-16,382756,2015-04-02,2,336.68,44.27,292.41,60249683,2015-04-02,2015,2,4,14,SPA,CATALOG,SW 382653,4,14,ONTIME,538805,REGULAR,FEDEX Intl Priority,264265-382756
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100276,56400027-1,PRESSURE SWITCH,P,FIR,01F,PLNR01,264265,2,0,2015-01-29,2015-04-02,2015-04-16,2015-04-23,2015-04-16,383142,2015-04-13,4,10513.04,1534.85,8978.19,60250041,2015-04-13,2015,2,4,16,SPA,CATALOG,SW 383048,4,3,ONTIME,538806,REGULAR,FEDEX Intl Priority,264265-383142
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100276,19915909-3,GAUGE,FG,FIR,01G,PLNR02,264265,3,0,2015-01-29,2015-03-12,2015-03-26,2015-04-02,2015-03-26,381732,2015-03-24,3,3341.7,970.83,2370.87,60249258,2015-03-24,2015,1,3,13,SPA,CATALOG,S/W 381819,3,2,ONTIME,538807,REGULAR,FEDEX Intl Priority,264265-381732
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100276,51900036-1,DATA PLATE,P,FIR,01F,PLNR01,264265,7,0,2015-01-29,2015-02-19,2015-03-11,2015-03-12,2015-03-05,381128,2015-03-11,10,1369.9,20.99,1348.91,60248819,2015-03-11,2015,1,3,11,SPA,CATALOG,FEDEX,3,0,ONTIME,538808,REGULAR,FEDEX Intl Priority,264265-381128
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100276,35240442-1,DISCHARGE OUTLET,SA,FIR,01X,PLNR03,264265,8,0,2015-01-29,2015-02-19,2015-03-05,2015-03-12,2015-03-05,380905,2015-03-02,1,452.29,123.89,328.4,60248552,2015-03-02,2015,1,3,10,SPA,CATALOG,SW 380972,3,3,ONTIME,538809,REGULAR,FEDEX Intl Priority,264265-380905
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100276,33540224,"GROUND LUG ASSY, CELL",SA,FIR,01X,PLNR03,264265,9,0,2015-01-29,2015-02-19,2015-03-05,2015-03-12,2015-03-05,380856,2015-02-27,30,1565.1,83.97,1481.13,60248454,2015-02-27,2015,1,2,9,SPA,CATALOG,SW 380558,2,6,ONTIME,538810,REGULAR,FEDEX Intl Priority,264265-380856
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100276,52300010-1,CODE39 RUPTURE DISC ASSY,SA,FIR,01X,PLNR03,264265,10,0,2015-01-29,2015-02-19,2015-03-14,2015-03-18,2015-03-05,381661,2015-03-14,5,1539.8,115.65,1424.15,60248921,2015-03-14,2015,1,3,12,SPA,CATALOG,SW 381190,3,0,ONTIME,538811,REGULAR,FEDEX Intl Priority,264265-381661
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100276,52300010-1,CODE39 RUPTURE DISC ASSY,SA,FIR,01X,PLNR03,264265,10,0,2015-01-29,2015-02-19,2015-03-14,2015-03-18,2015-03-05,381661,2015-03-14,18,5543.28,416.33,5126.95,60248921,2015-03-14,2015,1,3,12,SPA,CATALOG,SW 381190,3,0,ONTIME,538811,REGULAR,FEDEX Intl Priority,264265-381661
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100276,18330904-2,"GA. 2"" 3600 PSI",SA,FIR,01G,PLNR02,264265,12,0,2015-01-29,2015-02-19,2015-03-05,2015-03-12,2015-03-05,380512,2015-02-26,5,3936.65,1238.88,2697.77,60248382,2015-02-26,2015,1,2,9,SPA,CATALOG,SW 380263,2,7,ONTIME,538812,REGULAR,FEDEX Intl Priority,264265-380512
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108664,33540224,"GROUND LUG ASSY, CELL",SA,FIR,01X,PLNR03,264267,2,0,2015-01-29,2015-01-23,2015-02-13,2015-02-16,2015-02-06,379863,2015-02-13,50,2608.5,139.95,2468.55,60247924,2015-02-13,2015,1,2,7,SPA,CATALOG,613757000000,2,0,ONTIME,538814,REGULAR,FEDEX Intl Priority,264267-379863
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,P128267,1101166-11,ROT. BUCKLE ASSY W/CROTCH,FG,COM,05C,PLNR07,264268,1,0,2015-01-29,,2015-01-29,,,,2015-01-29,-1,0,-294.5,294.5,60247402,2015-01-29,2015,1,1,5,ICO,,,1,0,ONTIME,538815,RETURN,,-264268
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,P128866,40005320-2,H/P 90-1 (7701-1),FG,PRV,02P,PLNR04,264157,3,0,2015-01-29,2015-03-06,2015-03-13,2015-03-18,2015-03-13,380950,2015-02-26,3,11593.2,4599.01,6994.19,60248363,2015-02-26,2015,1,2,9,SPA,,CUSTOMER P/U 2/27,2,15,ONTIME,538816,REGULAR,Customer Pickup,264157-380950
